Race,Gender,Age,Education,Party,Vote,Ideology,Income,Union,Athlete,Friend of Athlete,Region,Support for NCAA Athletes,Support for NCAA Administrators,Racial Resentment Score,Linked Fate Score,Treatment Group,Payment Score,Protest Score,Pandemic Score,Violation Response,Suspension Response,Draft Response,Compensation Response,Social Image Response,Pandemic Response,LF,RR
X,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,YES,WESTCOAST,S_SUPPORT,SUPPORT,4,4,Retail Control Group,2,-1,0,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,ASSOC,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Retail Control Group,0,3,3,X,X,X,X,X,X,HIGH,LOW
BLACK,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,S_SUPPORT,5,7,Linked Fate Treatment Group,2,0,-2,Y,N,N,Y,Y,Y,HIGH,MID
HISP_LAT,MALE,TWENTIES,BACH,IND,YES,MOD,0 - 24k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,2,1,Racial Resentment Treatment Group,-1,2,-1,N,N,N,N,Y,N,MID,MID
BLACK,MALE,THIRTIES,PROF,DEM,YES,CON,0 - 24k,YES,X,YES,NORTHEAST,SUPPORT,SUPPORT,4,5,Race Neutral Control Group,0,-2,3,N,N,N,X,X,X,MID,MID
BLACK,MALE,THIRTIES,BACH,IND,YES,MOD,301k - 500k,NO,X,NO,SOUTHEAST,SUPPORT,S_OPPOSE,-2,-1,Retail Control Group,-2,1,3,X,X,X,X,X,X,LOW,HIGH
ASIAN,MALE,TWENTIES,BACH,REP,YES,MOD,51k - 100k,YES,X,YES,SOUTHEAST,SUPPORT,SUPPORT,-2,4,Race Neutral Control Group,0,-2,0,Y,Y,Y,X,X,X,MID,HIGH
WHITE,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,S_SUPPORT,5,4,Retail Control Group,-1,4,2,X,X,X,X,X,X,MID,MID
HISP_LAT,FEMALE,TWENTIES,HS_GED,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,2,5,Racial Resentment Treatment Group,-3,2,2,Y,Y,Y,Y,N,N,MID,MID
MIXED,MALE,FIFTIES,BACH,IND,YES,MOD,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,-2,-2,Racial Resentment Treatment Group,-3,0,-3,Y,Y,X,Y,N,Y,LOW,HIGH
BLACK,MALE,THIRTIES,BACH,DEM,YES,LIB,301k - 500k,YES,X,YES,WESTCOAST,SUPPORT,SUPPORT,4,6,Retail Control Group,2,0,0,X,X,X,X,X,X,HIGH,MID
ASIAN,FEMALE,TEENS,SOME_HS,IND,YES,MOD,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,6,Race Neutral Control Group,2,2,1,X,Y,N,X,X,X,HIGH,LOW
MIXED,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHEAST,S_OPPOSE,S_OPPOSE,4,-3,Linked Fate Treatment Group,-3,-2,-2,Y,Y,Y,Y,N,N,LOW,MID
BLACK,FEMALE,THIRTIES,MAST,REP,ND,CON,51k - 100k,NO,X,YES,NORTHEAST,S_SUPPORT,SUPPORT,2,-1,Retail Control Group,-1,-1,2,X,X,X,X,X,X,LOW,MID
ASIAN,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,6,7,Race Neutral Control Group,3,4,3,N,N,N,X,X,X,HIGH,LOW
BLACK,FEMALE,TWENTIES,BACH,REP,YES,LIB,25k - 50k,YES,X,NO,SOUTHWEST,SUPPORT,SUPPORT,2,2,Linked Fate Treatment Group,3,1,2,Y,Y,Y,Y,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,6,4,Race Neutral Control Group,2,3,3,N,Y,N,X,X,X,MID,LOW
WHITE,MALE,THIRTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,-1,1,Linked Fate Treatment Group,1,2,2,Y,Y,Y,Y,N,N,MID,HIGH
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,25k - 50k,NO,X,YES,SOUTHWEST,S_SUPPORT,NEITHER,6,6,Linked Fate Treatment Group,3,1,3,Y,N,N,Y,N,N,HIGH,LOW
WHITE,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,OPPOSE,6,6,Race Neutral Control Group,-1,3,2,Y,N,N,X,X,X,HIGH,LOW
WHITE,X,TWENTIES,MAST,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-1,3,Linked Fate Treatment Group,-2,2,2,Y,Y,N,Y,N,N,MID,HIGH
WHITE,FEMALE,TWENTIES,ASSOC,IND,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Race Neutral Control Group,2,3,3,Y,N,N,X,X,X,HIGH,LOW
WHITE,MALE,SIXTIES,HS_GED,DEM,YES,MOD,0 - 24k,NO,X,NO,MIDWEST,NEITHER,NEITHER,4,-1,Retail Control Group,3,2,3,X,X,X,X,X,X,LOW,MID
WHITE,MALE,FORTIES,BACH,IND,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,6,-1,Retail Control Group,1,2,2,X,X,X,X,X,X,LOW,LOW
WHITE,FEMALE,FIFTIES,HS_GED,REP,YES,CON,25k - 50k,NO,X,NO,MIDWEST,S_SUPPORT,SUPPORT,0,-1,Racial Resentment Treatment Group,-3,-4,3,Y,Y,Y,Y,N,Y,LOW,MID
WHITE,X,THIRTIES,MAST,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,SUPPORT,6,4,Racial Resentment Treatment Group,2,0,2,N,N,N,Y,X,N,MID,LOW
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,NEITHER,5,6,Racial Resentment Treatment Group,2,4,3,Y,N,N,N,N,N,HIGH,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,NEITHER,0,-1,Retail Control Group,-1,2,3,X,X,X,X,X,X,LOW,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,WESTCOAST,SUPPORT,SUPPORT,5,4,Race Neutral Control Group,2,1,3,Y,Y,N,X,X,X,MID,MID
ASIAN,MALE,THIRTIES,PROF,IND,NO,MOD,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,2,Racial Resentment Treatment Group,-1,-1,2,Y,Y,Y,Y,N,N,MID,MID
ASIAN,MALE,TWENTIES,SOME_COLL,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,1,5,Linked Fate Treatment Group,2,2,2,N,N,N,N,Y,N,MID,MID
ASIAN,FEMALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,6,7,Racial Resentment Treatment Group,3,2,3,N,N,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,THIRTIES,MAST,REP,YES,CON,25k - 50k,YES,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,-2,1,Retail Control Group,1,4,3,X,X,X,X,X,X,MID,HIGH
WHITE,MALE,FIFTIES,MAST,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,2,3,Race Neutral Control Group,-1,-1,-2,X,N,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,SOME_COLL,IND,YES,MOD,0 - 24k,NO,X,NO,MIDATLANTIC,NEITHER,NEITHER,3,-1,Linked Fate Treatment Group,1,2,2,Y,Y,N,Y,N,N,LOW,MID
WHITE,FEMALE,FORTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,NEITHER,NEITHER,4,4,Retail Control Group,-2,4,3,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,PROF,DEM,NO,MOD,25k - 50k,YES,X,YES,SOUTHWEST,SUPPORT,SUPPORT,2,5,Racial Resentment Treatment Group,0,1,0,N,N,X,N,Y,Y,MID,MID
BLACK,MALE,TWENTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,YES,WESTCOAST,NEITHER,NEITHER,6,-2,Linked Fate Treatment Group,1,1,-2,Y,Y,Y,Y,N,Y,LOW,LOW
WHITE,FEMALE,TWENTIES,SOME_COLL,REP,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,2,1,Retail Control Group,-2,1,-2,X,X,X,X,X,X,MID,MID
HISP_LAT,FEMALE,TWENTIES,SOME_COLL,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,OPPOSE,3,7,Retail Control Group,2,4,-1,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,TWENTIES,MAST,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,-1,5,Race Neutral Control Group,-1,1,3,Y,Y,N,X,X,X,MID,HIGH
WHITE,MALE,SIXTIES,BACH,DEM,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,0,4,Racial Resentment Treatment Group,-1,2,3,Y,N,N,Y,N,N,MID,MID
WHITE,FEMALE,FIFTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,-3,0,Racial Resentment Treatment Group,-3,2,3,Y,Y,Y,Y,N,N,MID,HIGH
BLACK,MALE,THIRTIES,BACH,DEM,YES,CON,51k - 100k,YES,X,YES,MIDATLANTIC,SUPPORT,SUPPORT,7,0,Racial Resentment Treatment Group,3,3,3,N,N,N,N,Y,N,MID,LOW
MIXED,MALE,TWENTIES,ASSOC,IND,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,OPPOSE,1,2,Linked Fate Treatment Group,0,2,3,N,N,N,N,Y,N,MID,MID
WHITE,FEMALE,FIFTIES,BACH,IND,NO,MOD,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,-1,3,Racial Resentment Treatment Group,-3,4,3,X,X,X,X,X,N,MID,HIGH
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,9,4,Retail Control Group,0,-1,3,X,X,X,X,X,X,MID,LOW
WHITE,X,THIRTIES,MAST,DEM,YES,MOD,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,3,1,Race Neutral Control Group,0,0,3,Y,Y,Y,X,X,X,MID,MID
WHITE,FEMALE,TWENTIES,SOME_COLL,IND,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,NEITHER,NEITHER,7,2,Linked Fate Treatment Group,-1,2,-2,Y,Y,N,Y,N,N,MID,LOW
WHITE,X,X,ASSOC,IND,YES,LIB,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,0,7,Linked Fate Treatment Group,-1,4,3,Y,Y,N,Y,N,N,HIGH,MID
WHITE,MALE,TWENTIES,BACH,IND,YES,MOD,25k - 50k,NO,X,YES,SOUTHEAST,NEITHER,NEITHER,0,0,Linked Fate Treatment Group,1,1,3,N,N,N,N,N,N,MID,MID
WHITE,MALE,TWENTIES,HS_GED,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,SUPPORT,1,-1,Race Neutral Control Group,-1,3,-2,Y,Y,N,X,X,X,LOW,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,SUPPORT,7,4,Retail Control Group,2,2,-1,X,X,X,X,X,X,MID,LOW
WHITE,FEMALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,NEITHER,NEITHER,2,4,Race Neutral Control Group,-1,0,0,N,N,N,X,X,X,MID,MID
WHITE,FEMALE,THIRTIES,MAST,DEM,YES,CON,25k - 50k,YES,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,0,1,Retail Control Group,0,2,3,X,X,X,X,X,X,MID,MID
X,FEMALE,THIRTIES,BACH,IND,YES,MOD,51k - 100k,YES,X,NO,MIDATLANTIC,SUPPORT,NEITHER,-2,-1,Retail Control Group,0,2,2,X,X,X,X,X,X,LOW,HIGH
WHITE,OTHER,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,OPPOSE,6,6,Race Neutral Control Group,1,4,3,Y,Y,N,X,X,X,HIGH,LOW
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,YES,MIDWEST,SUPPORT,SUPPORT,8,3,Linked Fate Treatment Group,0,3,2,N,N,Y,Y,N,Y,MID,LOW
HISP_LAT,MALE,TWENTIES,ASSOC,REP,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,OPPOSE,4,4,Race Neutral Control Group,3,3,-2,Y,N,N,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,SOME_COLL,IND,YES,MOD,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,-3,3,Linked Fate Treatment Group,-3,2,2,Y,N,N,N,Y,N,MID,HIGH
MIXED,FEMALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,FOREIGN,NEITHER,NEITHER,6,4,Racial Resentment Treatment Group,1,4,3,Y,Y,N,Y,N,N,MID,LOW
BLACK,MALE,THIRTIES,PROF,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,6,4,Linked Fate Treatment Group,-3,1,3,Y,Y,Y,Y,N,Y,MID,LOW
MIXED,FEMALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,3,3,Racial Resentment Treatment Group,0,0,2,N,Y,Y,Y,Y,Y,MID,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,2,1,Race Neutral Control Group,2,1,2,N,N,N,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,WESTCOAST,OPPOSE,OPPOSE,3,4,Racial Resentment Treatment Group,2,3,1,Y,Y,N,Y,N,X,MID,MID
HISP_LAT,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,YES,SOUTHWEST,S_SUPPORT,SUPPORT,4,-2,Linked Fate Treatment Group,1,3,3,N,N,N,N,Y,N,LOW,MID
WHITE,FEMALE,THIRTIES,SOME_COLL,REP,YES,CON,25k - 50k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,-1,1,Retail Control Group,-2,1,1,X,X,X,X,X,X,MID,HIGH
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,51k - 100k,YES,X,NO,SOUTHWEST,S_SUPPORT,SUPPORT,4,5,Race Neutral Control Group,0,-1,2,Y,Y,N,X,X,X,MID,MID
WHITE,MALE,SIXTIES,MAST,IND,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,S_SUPPORT,NEITHER,1,1,Racial Resentment Treatment Group,-3,0,3,X,X,Y,Y,N,N,MID,MID
WHITE,FEMALE,TWENTIES,MAST,REP,YES,CON,X,YES,X,NO,NORTHWEST,NEITHER,NEITHER,3,-1,Race Neutral Control Group,2,-1,3,Y,X,N,X,X,X,LOW,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,CON,51k - 100k,YES,X,NO,NORTHEAST,NEITHER,NEITHER,1,1,Retail Control Group,-1,1,0,X,X,X,X,X,X,MID,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,CON,51k - 100k,YES,X,NO,NORTHWEST,S_SUPPORT,S_SUPPORT,10,3,Retail Control Group,-3,-2,3,X,X,X,X,X,X,MID,LOW
HISP_LAT,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,4,6,Racial Resentment Treatment Group,2,4,3,Y,Y,N,Y,N,N,HIGH,MID
BLACK,MALE,TWENTIES,ASSOC,IND,YES,MOD,25k - 50k,NO,X,YES,WESTCOAST,S_SUPPORT,NEITHER,6,6,Racial Resentment Treatment Group,3,4,3,Y,N,N,N,N,N,HIGH,LOW
BLACK,MALE,THIRTIES,HS_GED,IND,ND,MOD,0 - 24k,NO,X,YES,SOUTHEAST,SUPPORT,SUPPORT,0,0,Linked Fate Treatment Group,0,2,2,Y,Y,Y,Y,N,Y,MID,MID
WHITE,MALE,FORTIES,SOME_COLL,IND,YES,MOD,25k - 50k,NO,X,NO,NORTHEAST,S_SUPPORT,SUPPORT,4,1,Racial Resentment Treatment Group,-1,4,3,Y,Y,N,Y,N,N,MID,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,0 - 24k,NO,X,YES,NORTHEAST,SUPPORT,SUPPORT,5,5,Linked Fate Treatment Group,2,2,2,Y,Y,N,N,Y,N,MID,MID
BLACK,X,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,YES,SOUTHWEST,S_SUPPORT,S_SUPPORT,6,7,Race Neutral Control Group,1,4,-3,Y,Y,N,X,X,X,HIGH,LOW
WHITE,FEMALE,SIXTIES,MAST,REP,YES,CON,51k - 100k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,-2,0,Racial Resentment Treatment Group,-3,-4,-3,Y,Y,Y,Y,N,Y,MID,HIGH
WHITE,FEMALE,FORTIES,BACH,IND,YES,MOD,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,4,6,Retail Control Group,0,4,2,X,X,X,X,X,X,HIGH,MID
WHITE,MALE,FORTIES,MAST,REP,YES,CON,51k - 100k,NO,X,YES,SOUTHEAST,SUPPORT,SUPPORT,4,4,Linked Fate Treatment Group,2,0,0,Y,Y,Y,Y,N,Y,MID,MID
WHITE,MALE,THIRTIES,MAST,REP,YES,LIB,301k - 500k,YES,X,NO,MIDWEST,SUPPORT,SUPPORT,6,4,Linked Fate Treatment Group,2,0,3,Y,Y,N,Y,N,N,MID,LOW
ASIAN,FEMALE,THIRTIES,BACH,DEM,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,-3,5,Racial Resentment Treatment Group,1,4,2,N,N,N,Y,Y,N,MID,HIGH
WHITE,FEMALE,SIXTIES,HS_GED,REP,YES,CON,25k - 50k,NO,X,NO,NORTHWEST,NEITHER,NEITHER,3,-2,Retail Control Group,-1,-2,0,X,X,X,X,X,X,LOW,MID
WHITE,FEMALE,THIRTIES,PROF,DEM,YES,MOD,51k - 100k,YES,X,YES,SOUTHEAST,SUPPORT,S_SUPPORT,1,-1,Race Neutral Control Group,2,1,3,X,N,N,X,X,X,LOW,MID
BLACK,MALE,THIRTIES,MAST,DEM,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,SUPPORT,4,2,Race Neutral Control Group,2,2,2,N,N,N,X,X,X,MID,MID
ASIAN,MALE,FIFTIES,HS_GED,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,SUPPORT,-3,1,Race Neutral Control Group,-3,0,1,X,N,N,X,X,X,MID,HIGH
WHITE,FEMALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHEAST,SUPPORT,SUPPORT,5,5,Retail Control Group,-1,4,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,FORTIES,SOME_COLL,IND,YES,LIB,51k - 100k,NO,X,YES,MIDWEST,SUPPORT,OPPOSE,6,5,Racial Resentment Treatment Group,-1,2,-1,N,N,N,N,Y,N,MID,LOW
BLACK,FEMALE,TWENTIES,MAST,REP,YES,CON,51k - 100k,YES,X,YES,MIDATLANTIC,S_SUPPORT,S_SUPPORT,7,0,Retail Control Group,-1,1,0,X,X,X,X,X,X,MID,LOW
BLACK,MALE,THIRTIES,MAST,DEM,YES,LIB,0 - 24k,NO,X,YES,NORTHEAST,SUPPORT,SUPPORT,2,6,Race Neutral Control Group,2,1,0,N,N,N,X,X,X,HIGH,MID
BLACK,MALE,THIRTIES,MAST,REP,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,S_SUPPORT,S_SUPPORT,6,7,Linked Fate Treatment Group,-3,4,-3,N,N,N,N,Y,N,HIGH,LOW
WHITE,FEMALE,FORTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,SUPPORT,5,3,Racial Resentment Treatment Group,0,3,3,N,N,N,Y,Y,N,MID,MID
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,2,5,Retail Control Group,-3,4,3,X,X,X,X,X,X,MID,MID
WHITE,MALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,4,6,Linked Fate Treatment Group,1,4,3,Y,Y,N,N,Y,N,HIGH,MID
WHITE,MALE,FIFTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,3,1,Race Neutral Control Group,-1,2,-1,Y,Y,N,X,X,X,MID,MID
HISP_LAT,FEMALE,TWENTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,8,0,Linked Fate Treatment Group,1,1,0,Y,Y,Y,Y,N,Y,MID,LOW
WHITE,FEMALE,THIRTIES,ASSOC,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,S_SUPPORT,NEITHER,6,6,Linked Fate Treatment Group,2,4,3,Y,Y,Y,Y,N,N,HIGH,LOW
BLACK,FEMALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,NORTHEAST,NEITHER,NEITHER,6,7,Racial Resentment Treatment Group,0,3,3,Y,N,N,Y,Y,N,HIGH,LOW
WHITE,MALE,THIRTIES,BACH,REP,YES,LIB,51k - 100k,YES,X,NO,WESTCOAST,SUPPORT,OPPOSE,1,3,Race Neutral Control Group,-1,3,3,N,N,N,X,X,X,MID,MID
BLACK,MALE,SIXTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,S_SUPPORT,NEITHER,5,6,Retail Control Group,0,3,2,X,X,X,X,X,X,HIGH,MID
ASIAN,FEMALE,TWENTIES,BACH,DEM,ND,LIB,25k - 50k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,3,7,Retail Control Group,1,4,3,X,X,X,X,X,X,HIGH,MID
WHITE,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,6,Retail Control Group,0,4,-1,X,X,X,X,X,X,HIGH,MID
MIXED,MALE,TWENTIES,HS_GED,IND,YES,LIB,25k - 50k,NO,X,NO,MIDWEST,NEITHER,NEITHER,3,3,Racial Resentment Treatment Group,0,4,3,Y,Y,N,Y,N,N,MID,MID
WHITE,MALE,THIRTIES,BACH,REP,YES,CON,51k - 100k,NO,X,NO,SOUTHWEST,SUPPORT,NEITHER,2,-2,Linked Fate Treatment Group,3,0,-1,Y,N,N,Y,Y,Y,LOW,MID
ASIAN,FEMALE,TWENTIES,BACH,DEM,YES,MOD,51k - 100k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,4,5,Racial Resentment Treatment Group,2,3,3,Y,Y,Y,Y,N,N,MID,MID
WHITE,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,YES,X,NO,NORTHEAST,SUPPORT,OPPOSE,5,6,Linked Fate Treatment Group,-2,3,3,N,N,Y,Y,Y,N,HIGH,MID
WHITE,MALE,THIRTIES,PROF,DEM,YES,MOD,51k - 100k,NO,X,YES,MIDWEST,SUPPORT,SUPPORT,2,3,Race Neutral Control Group,-1,0,1,N,N,N,X,X,X,MID,MID
WHITE,FEMALE,FIFTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,SUPPORT,NEITHER,3,4,Race Neutral Control Group,0,3,2,X,N,N,X,X,X,MID,MID
WHITE,MALE,FORTIES,MAST,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,S_OPPOSE,0,3,Race Neutral Control Group,0,2,2,X,N,N,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,HS_GED,IND,YES,CON,0 - 24k,NO,X,NO,SOUTHEAST,NEITHER,NEITHER,0,3,Retail Control Group,-1,-4,-3,X,X,X,X,X,X,MID,MID
WHITE,FEMALE,FORTIES,HS_GED,DEM,YES,MOD,51k - 100k,NO,X,NO,MIDWEST,SUPPORT,NEITHER,3,3,Linked Fate Treatment Group,0,3,-1,Y,Y,N,Y,N,N,MID,MID
WHITE,MALE,SEVENTIES,BACH,IND,YES,CON,25k - 50k,NO,X,NO,SOUTHWEST,OPPOSE,S_OPPOSE,3,0,Linked Fate Treatment Group,-3,-4,-3,Y,Y,N,Y,N,Y,MID,MID
WHITE,MALE,TEENS,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,OPPOSE,OPPOSE,4,4,Race Neutral Control Group,1,3,3,Y,N,N,X,X,X,MID,MID
BLACK,FEMALE,TWENTIES,BACH,DEM,YES,LIB,25k - 50k,YES,X,NO,SOUTHEAST,NEITHER,NEITHER,-2,2,Race Neutral Control Group,2,1,2,X,Y,N,X,X,X,MID,HIGH
MIXED,MALE,THIRTIES,SOME_COLL,REP,YES,MOD,51k - 100k,NO,X,YES,WESTCOAST,SUPPORT,SUPPORT,4,1,Linked Fate Treatment Group,0,2,-2,Y,Y,Y,Y,N,N,MID,MID
WHITE,FEMALE,THIRTIES,HS_GED,DEM,YES,MOD,25k - 50k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,-1,1,Racial Resentment Treatment Group,-3,1,3,Y,Y,Y,Y,N,N,MID,HIGH
WHITE,MALE,FIFTIES,PROF,DEM,YES,CON,51k - 100k,NO,X,NO,NORTHEAST,SUPPORT,SUPPORT,-1,1,Racial Resentment Treatment Group,-3,2,-2,Y,Y,N,Y,N,N,MID,HIGH
HISP_LAT,FEMALE,FORTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,6,7,Retail Control Group,-2,4,2,X,X,X,X,X,X,HIGH,LOW
WHITE,FEMALE,SIXTIES,SOME_COLL,DEM,YES,LIB,0 - 24k,NO,X,NO,WESTCOAST,NEITHER,NEITHER,1,4,Racial Resentment Treatment Group,-1,2,3,X,X,X,Y,Y,N,MID,MID
MIXED,MALE,TEENS,SOME_COLL,DEM,YES,MOD,25k - 50k,NO,X,NO,SOUTHEAST,S_SUPPORT,SUPPORT,2,2,Racial Resentment Treatment Group,-1,4,3,N,N,N,Y,N,N,MID,MID
BLACK,FEMALE,THIRTIES,BACH,DEM,YES,LIB,51k - 100k,NO,X,NO,WESTCOAST,S_SUPPORT,NEITHER,6,7,Linked Fate Treatment Group,3,4,3,N,N,N,N,Y,N,HIGH,LOW
MIXED,MALE,TWENTIES,BACH,DEM,YES,LIB,0 - 24k,NO,X,NO,SOUTHWEST,NEITHER,NEITHER,0,3,Linked Fate Treatment Group,-1,0,3,Y,Y,Y,Y,N,N,MID,MID
